Epic Id,CPT4 Code,Epic name,CPT4 name,Comp. score,Max score,Ratio,Matching words,Unmatched words
1076971000,69710,REPLACEMENT OF ELECTROMAGNETIC BONE CONDUCTION HEARING DEVICE IN TEMPORAL BONE,Implantation or replacement of electromagnetic bone conduction hearing device in temporal bone,0.875,0.875,1.0,"bone, conduction, device, electromagnetic, hearing, replacement, temporal",implantation
1076971100,69711,REPAIR OF ELECTROMAGNETIC BONE CONDUCTION HEARING DEVICE IN TEMPORAL BONE,Removal or repair of electromagnetic bone conduction hearing device in temporal bone,0.875,0.875,1.0,"bone, conduction, device, electromagnetic, hearing, repair, temporal",removal
1076971400,69714,IMPLANTATION OF OSSEOINTEGRATED IMPLANT IN TEMPORAL BONE WITH PERCUTANEOUS ATTACHMENT TO EXTERNAL SPEECH PROCESSOR,"Implantation, osseointegrated implant, temporal bone, with percutaneous attachment to external speech processor/cochlear stimulator; without mastoidectomy",0.7142857142857143,0.7142857142857143,1.0,"attachment, bone, external, implant, implantation, osseointegrated, percutaneous, processor, speech, temporal","cochlear, mastoidectomy, stimulator, without"
1076971500,69715,IMPLANTATION OF OSSEOINTEGRATED IMPLANT IN TEMPORAL BONE WITH PERCUTANEOUS ATTACHMENT TO EXTERNAL SPEECH PROCESSOR AND MASTOIDECTOMY,"Implantation, osseointegrated implant, temporal bone, with percutaneous attachment to external speech processor/cochlear stimulator; with mastoidectomy",0.8461538461538461,0.8461538461538461,1.0,"attachment, bone, external, implant, implantation, mastoidectomy, osseointegrated, percutaneous, processor, speech, temporal","cochlear, stimulator"
1076971700,69717,REMOVAL AND REPLACEMENT OF OSSEOINTEGRATED IMPLANT IN TEMPORAL BONE WITH PERCUTANEOUS ATTACHMENT TO EXTERNAL SPEECH PROCESSOR,"Replacement (including removal of existing device), osseointegrated implant, temporal bone, with percutaneous attachment to external speech processor/cochlear stimulator; without mastoidectomy",0.6111111111111112,0.6111111111111112,1.0,"attachment, bone, external, implant, osseointegrated, percutaneous, processor, removal, replacement, speech, temporal","cochlear, device, existing, including, mastoidectomy, stimulator, without"
1076971800,69718,REMOVAL AND REPLACEMENT OF OSSEOINTEGRATED IMPLANT IN TEMPORAL BONE WITH PERCUTANEOUS ATTACHMENT TO EXTERNAL SPEECH WITH MASTOIDECTOMY,"Replacement (including removal of existing device), osseointegrated implant, temporal bone, with percutaneous attachment to external speech processor/cochlear stimulator; with mastoidectomy",0.6470588235294118,0.6470588235294118,1.0,"attachment, bone, external, implant, mastoidectomy, osseointegrated, percutaneous, removal, replacement, speech, temporal","cochlear, device, existing, including, processor, stimulator"
1076972000,69720,DECOMPRESSION OF INTRATEMPORAL FACIAL NERVE,"Decompression facial nerve, intratemporal; lateral to geniculate ganglion",0.5714285714285714,0.5714285714285714,1.0,"decompression, facial, intratemporal, nerve","ganglion, geniculate, lateral"
1076972500,69725,DECOMPRESSION OF INTRATEMPORAL FACIAL NERVE,"Decompression facial nerve, intratemporal; including medial to geniculate ganglion",0.5,0.5,1.0,"decompression, facial, intratemporal, nerve","ganglion, geniculate, including, medial"
1076974000,69740,SUTURE OF INTRATEMPORAL FACIAL NERVE WITH GRAFT,"Suture facial nerve, intratemporal, with or without graft or decompression; lateral to geniculate ganglion",0.5,0.5,1.0,"facial, graft, intratemporal, nerve, suture","decompression, ganglion, geniculate, lateral, without"
1076974500,69745,SUTURE OF INTRATEMPORAL FACIAL NERVE WITH GRAFT,"Suture facial nerve, intratemporal, with or without graft or decompression; including medial to geniculate ganglion",0.45454545454545453,0.45454545454545453,1.0,"facial, graft, intratemporal, nerve, suture","decompression, ganglion, geniculate, including, medial, without"
1076979900,69799,PROCEDURE ON MIDDLE EAR,"Unlisted procedure, middle ear",0.75,0.75,1.0,"ear, middle, procedure",unlisted
1076980100,69801,LABYRINTHOTOMY BY TRANSCANAL APPROACH WITH PERFUSION OF VESTIBULOACTIVE DRUG,"Labyrinthotomy, with perfusion of vestibuloactive drug(s), transcanal",0.8333333333333334,0.8333333333333334,1.0,"drug, labyrinthotomy, perfusion, transcanal, vestibuloactive",approach
1076980500,69805,ENDOLYMPHATIC SAC OPERATION,Endolymphatic sac operation; without shunt,0.6,0.6,1.0,"endolymphatic, operation, sac","shunt, without"
1076980600,69806,ENDOLYMPHATIC SAC OPERATION WITH SHUNT,Endolymphatic sac operation; with shunt,1.0,1.0,1.0,"endolymphatic, operation, sac, shunt",
1076982000,69820,FENESTRATION OF SEMICIRCULAR CANAL,Fenestration semicircular canal,1.0,1.0,1.0,"canal, fenestration, semicircular",
1076984000,69840,REVISION OF FENESTRATION OPERATION,Revision fenestration operation,1.0,1.0,1.0,"fenestration, operation, revision",
1076990500,69905,LABYRINTHECTOMY BY TRANSCANAL APPROACH,Labyrinthectomy; transcanal,0.6666666666666666,0.6666666666666666,1.0,"labyrinthectomy, transcanal",approach
1076991000,69910,LABYRINTHECTOMY WITH MASTOIDECTOMY,Labyrinthectomy; with mastoidectomy,1.0,1.0,1.0,"labyrinthectomy, mastoidectomy",
1076991500,69915,VESTIBULAR NERVE SECTION BY TRANSLABYRINTHINE APPROACH,"Vestibular nerve section, translabyrinthine approach",1.0,1.0,1.0,"approach, nerve, section, translabyrinthine, vestibular",
1076993000,69930,COCHLEAR DEVICE IMPLANTATION WITH MASTOIDECTOMY,"Cochlear device implantation, with or without mastoidectomy",0.8,0.8,1.0,"cochlear, device, implantation, mastoidectomy",without
1076994900,69949,PROCEDURE ON INNER EAR,"Unlisted procedure, inner ear",0.75,0.75,1.0,"ear, inner, procedure",unlisted
1076995000,69950,VESTIBULAR NERVE SECTION BY TRANSCRANIAL APPROACH,"Vestibular nerve section, transcranial approach",1.0,1.0,1.0,"approach, nerve, section, transcranial, vestibular",
1076995500,69955,COMPLETE FACIAL NERVE REPAIR USING GRAFT,Total facial nerve decompression and/or repair (may include graft),0.4444444444444444,0.5555555555555556,0.7999999999999999,"facial, graft, nerve, repair","complete, decompression, include, may, total"
1076996000,69960,DECOMPRESSION OF INTERNAL AUDITORY CANAL,Decompression internal auditory canal,1.0,1.0,1.0,"auditory, canal, decompression, internal",
1076997000,69970,REMOVAL OF TUMOR OF TEMPORAL BONE,"Removal of tumor, temporal bone",1.0,1.0,1.0,"bone, removal, temporal, tumor",
1076997900,69979,PROCEDURE ON TEMPORAL BONE BY MIDDLE FOSSA APPROACH,"Unlisted procedure, temporal bone, middle fossa approach",0.8571428571428571,0.8571428571428571,1.0,"approach, bone, fossa, middle, procedure, temporal",unlisted
1076999000,69990,MICROSURGICAL PROCEDURE USING OPERATING MICROSCOPE,"Microsurgical techniques, requiring use of operating microscope (List separately in addition to code for primary procedure)",0.3333333333333333,0.3333333333333333,1.0,"microscope, microsurgical, operating, procedure","addition, code, list, primary, requiring, separately, techniques, use"
1077370600,73706,"COMPUTED TOMOGRAPHIC ANGIOGRAPHY,LOWER EXTREMITY W/CONTRAST,INCLUDING NONCONTRAST IMAGES","Computed tomographic angiography, lower extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing",0.6428571428571429,0.6428571428571429,1.0,"angiography, computed, contrast, extremity, images, including, lower, noncontrast, tomographic","if, image, material, performed, postprocessing"
1077430000,74300,"CHOLANGIOGRAPHY AND/OR PANCREATOGRAPHY; INTRAOPERATIVE, RAD SUPERVISION & INTERPRET","Cholangiography and/or pancreatography; intraoperative, radiological supervision and interpretation",0.5,0.75,0.6666666666666666,"cholangiography, intraoperative, pancreatography, supervision","interpret, interpretation, rad, radiological"
1077442000,74420,"UROGRAPHY, RETROGRADE, W/W/O KUB","Urography, retrograde, with or without KUB",0.6,0.8,0.7499999999999999,"kub, retrograde, urography","o, without"
1077443000,74430,"CYSTOGRAPHY, MINIMUM OF THREE VIEWS, RADIOLOGICAL SUPERVISION AND INTERPRETATION","Cystography, minimum of 3 views, radiological supervision and interpretation",0.75,0.875,0.8571428571428571,"cystography, interpretation, minimum, radiological, supervision, views","3, three"
1077445000,74450,"URETHROCYSTOGRAPHY, RETROGRADE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","Urethrocystography, retrograde, radiological supervision and interpretation",1.0,1.0,1.0,"interpretation, radiological, retrograde, supervision, urethrocystography",
1077445500,74455,"(RADIOLOGY CODE) - URETHROCYSTOGRAPHY, VOIDING, RAD SUPERVISION & INTERPRET","Urethrocystography, voiding, radiological supervision and interpretation",0.3333333333333333,0.5555555555555556,0.6,"supervision, urethrocystography, voiding","code, interpret, interpretation, rad, radiological, radiology"
1077560500,75605,"AORTOGRAPHY, THORACIC, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION","Aortography, thoracic, by serialography, radiological supervision and interpretation",1.0,1.0,1.0,"aortography, interpretation, radiological, serialography, supervision, thoracic",
1077562500,75625,"AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION","Aortography, abdominal, by serialography, radiological supervision and interpretation",1.0,1.0,1.0,"abdominal, aortography, interpretation, radiological, serialography, supervision",
1077563000,75630,"AORTOGRAPHY, ABD, BIL ILIOFEMORAL LOWER EXT, CATHETER, BY SERIALOGRAPHY, RAD SUPERVISION & INTERPR","Aortography, abdominal plus bilateral iliofemoral lower extremity, catheter, by serialography, radiological supervision and interpretation",0.35294117647058826,0.6470588235294118,0.5454545454545454,"aortography, catheter, iliofemoral, lower, serialography, supervision","abd, abdominal, bil, bilateral, ext, extremity, interpr, interpretation, plus, rad, radiological"
1077571000,75710,"ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","Angiography, extremity, unilateral, radiological supervision and interpretation",1.0,1.0,1.0,"angiography, extremity, interpretation, radiological, supervision, unilateral",
1076796600,67966,FULL THICKNESS EXCISION AND REPAIR OF EYELID WITH PREPARATION FOR PEDICLE FLAP,"Excision and repair of eyelid, involving lid margin, tarsus, conjunctiva, canthus, or full thickness, may include preparation for skin graft or pedicle flap with adjacent tissue transfer or rearrangement; over one-fourth of lid margin",0.32,0.32,1.0,"excision, eyelid, flap, full, pedicle, preparation, repair, thickness","adjacent, canthus, conjunctiva, fourth, graft, include, involving, lid, margin, may, one, over, rearrangement, skin, tarsus, tissue, transfer"
1076797100,67971,FIRST STAGE OF FULL THICKNESS RECONSTRUCTION OF EYELID BY TRANSFER OF TARSOCONJUNCTIVAL FLAP FROM OPPOSING EYELID,"Reconstruction of eyelid, full thickness by transfer of tarsoconjunctival flap from opposing eyelid; up to two-thirds of eyelid, 1 stage or first stage",0.7333333333333333,0.7333333333333333,1.0,"eyelid, first, flap, from, full, opposing, reconstruction, stage, tarsoconjunctival, thickness, transfer","1, thirds, two, up"
1076797300,67973,FIRST STAGE OF FULL THICKNESS RECONSTRUCTION OF ENTIRE LOWER EYELID BY TRANSFER OF TARSOCONJUNCTIVAL FLAP FROM OPPOSING EYELID,"Reconstruction of eyelid, full thickness by transfer of tarsoconjunctival flap from opposing eyelid; total eyelid, lower, 1 stage or first stage",0.8,0.8666666666666667,0.9230769230769231,"eyelid, first, flap, from, full, lower, opposing, reconstruction, stage, tarsoconjunctival, thickness, transfer","1, entire, total"
1076797400,67974,FIRST STAGE OF FULL THICKNESS RECONSTRUCTION OF ENTIRE UPPER EYELID BY TRANSFER OF TARSOCONJUNCTIVAL FLAP FROM OPPOSING EYELID,"Reconstruction of eyelid, full thickness by transfer of tarsoconjunctival flap from opposing eyelid; total eyelid, upper, 1 stage or first stage",0.8,0.8666666666666667,0.9230769230769231,"eyelid, first, flap, from, full, opposing, reconstruction, stage, tarsoconjunctival, thickness, transfer, upper","1, entire, total"
1076797500,67975,SECOND STAGE OF FULL THICKNESS RECONSTRUCTION OF EYELID BY TRANSFER OF TARSOCONJUNCTIVAL FLAP FROM OPPOSING EYELID,"Reconstruction of eyelid, full thickness by transfer of tarsoconjunctival flap from opposing eyelid; second stage",1.0,1.0,1.0,"eyelid, flap, from, full, opposing, reconstruction, second, stage, tarsoconjunctival, thickness, transfer",
1076799900,67999,PROCEDURE ON EYELID,"Unlisted procedure, eyelids",0.25,0.5,0.5,procedure,"eyelid, eyelids, unlisted"
1076802000,68020,INCISION AND DRAINAGE OF CONJUNCTIVAL CYST,"Incision of conjunctiva, drainage of cyst",0.6,0.8,0.7499999999999999,"cyst, drainage, incision","conjunctiva, conjunctival"
1076804000,68040,EXPRESSION OF CONJUNCTIVAL FOLLICLE,"Expression of conjunctival follicles (eg, for trachoma)",0.4,0.6,0.6666666666666667,"conjunctival, expression","follicle, follicles, trachoma"
1076810000,68100,BIOPSY OF CONJUNCTIVA,Biopsy of conjunctiva,1.0,1.0,1.0,"biopsy, conjunctiva",
1076811000,68110,EXCISION OF LESION OF CONJUNCTIVA,"Excision of lesion, conjunctiva; up to 1 cm",0.5,0.5,1.0,"conjunctiva, excision, lesion","1, cm, up"
1076811500,68115,EXCISION OF LESION OF CONJUNCTIVA,"Excision of lesion, conjunctiva; over 1 cm",0.5,0.5,1.0,"conjunctiva, excision, lesion","1, cm, over"
1076813000,68130,EXCISION OF LESION OF CONJUNCTIVA AND ADJACENT SCLERA,"Excision of lesion, conjunctiva; with adjacent sclera",1.0,1.0,1.0,"adjacent, conjunctiva, excision, lesion, sclera",
1076813500,68135,DESTRUCTION OF LESION OF CONJUNCTIVA,"Destruction of lesion, conjunctiva",1.0,1.0,1.0,"conjunctiva, destruction, lesion",
1076820000,68200,SUBCONJUNCTIVAL INJECTION,Subconjunctival injection,1.0,1.0,1.0,"injection, subconjunctival",
1076832000,68320,CONJUNCTIVOPLASTY WITH CONJUNCTIVAL REARRANGEMENT,Conjunctivoplasty; with conjunctival graft or extensive rearrangement,0.6,0.6,1.0,"conjunctival, conjunctivoplasty, rearrangement","extensive, graft"
1076832500,68325,CONJUNCTIVOPLASTY WITH BUCCAL MUCOUS MEMBRANE GRAFT,Conjunctivoplasty; with buccal mucous membrane graft (includes obtaining graft),0.7142857142857143,0.7142857142857143,1.0,"buccal, conjunctivoplasty, graft, membrane, mucous","includes, obtaining"
1076832600,68326,RECONSTRUCTION OF CONJUNCTIVAL CUL-DE-SAC WITH CONJUNCTIVAL REARRANGEMENT,"Conjunctivoplasty, reconstruction cul-de-sac; with conjunctival graft or extensive rearrangement",0.6666666666666666,0.6666666666666666,1.0,"conjunctival, cul, de, rearrangement, reconstruction, sac","conjunctivoplasty, extensive, graft"
1076832800,68328,RECONSTRUCTION OF CONJUNCTIVAL CUL-DE-SAC USING BUCCAL MUCOUS MEMBRANE GRAFT,"Conjunctivoplasty, reconstruction cul-de-sac; with buccal mucous membrane graft (includes obtaining graft)",0.6666666666666666,0.75,0.8888888888888888,"buccal, cul, de, graft, membrane, mucous, reconstruction, sac","conjunctival, conjunctivoplasty, includes, obtaining"
1076833000,68330,REPAIR OF SYMBLEPHARON BY CONJUNCTIVOPLASTY,"Repair of symblepharon; conjunctivoplasty, without graft",0.6,0.6,1.0,"conjunctivoplasty, repair, symblepharon","graft, without"
1076833500,68335,REPAIR OF SYMBLEPHARON USING FREE GRAFT OF CONJUNCTIVA,Repair of symblepharon; with free graft conjunctiva or buccal mucous membrane (includes obtaining graft),0.5,0.5,1.0,"conjunctiva, free, graft, repair, symblepharon","buccal, includes, membrane, mucous, obtaining"
1076834000,68340,DIVISION OF SYMBLEPHARON WITH INSERTION OF CONTACT LENS,"Repair of symblepharon; division of symblepharon, with or without insertion of conformer or contact lens",0.625,0.625,1.0,"contact, division, insertion, lens, symblepharon","conformer, repair, without"
1076836000,68360,PARTIAL CONJUNCTIVAL FLAP,Conjunctival flap; bridge or partial (separate procedure),0.5,0.5,1.0,"conjunctival, flap, partial","bridge, procedure, separate"
1076836200,68362,COMPLETE CONJUNCTIVAL FLAP,Conjunctival flap; total (such as Gunderson thin flap or purse string flap),0.2,0.3,0.6666666666666667,"conjunctival, flap","as, complete, gunderson, purse, string, such, thin, total"
1076837100,68371,HARVEST OF CONJUNCTIVAL ALLOGRAFT FROM LIVING DONOR,"Harvesting conjunctival allograft, living donor",0.5714285714285714,0.7142857142857143,0.7999999999999999,"allograft, conjunctival, donor, living","from, harvest, harvesting"
1076839900,68399,PROCEDURE ON CONJUNCTIVA,"Unlisted procedure, conjunctiva",0.6666666666666666,0.6666666666666666,1.0,"conjunctiva, procedure",unlisted
1076840000,68400,INCISION AND DRAINAGE OF LACRIMAL GLAND,"Incision, drainage of lacrimal gland",1.0,1.0,1.0,"drainage, gland, incision, lacrimal",
