Type,sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,codeSet,code,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn
surgical,1072759000,AMPUTATION OF THIGH THROUGH FEMUR,327,,,27590,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2105209,"Amputation, thigh, through femur, any level",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1072090200,MAJOR BONE GRAFT,190,,,20902,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2102959,"Bone graft, any donor area; major or large",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1075826200,HYSTERECTOMY OF UTERUS UP TO 250 G WITH REMOVAL OF TUBE(S) AND/OR OVARY(S) BY VAGINAL APPROACH,425,,,58262,0.76,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2110182,"Vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s), and/or ovary(s)",Procedure,MAPS_TO,,Sharon Nirenberg,1.62731E+12
surgical,1071524000,"FULL THICKNESS FREE GRAFT, HEAD, FACE, HAND, 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE",238,,,15240,0.91,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2102333,"Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; 20 sq cm or less",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1073776500,"STAB PHLEBECTOMY OF VARICOSE VEINS OF EXTREMITY, WITH 10 TO 20 INCISIONS",379,,,37765,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2108406,"Stab phlebectomy of varicose veins, 1 extremity; 10-20 stab incisions",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1072093700,"MORSELIZED AUTOGRAFT OF BONE TO SPINE, INCLUDING HARVESTING OF GRAFT THROUGH SEPARATE SKIN INCISION",281,,,20937,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2102979,Autograft for spine surgery only (includes harvesting the graft); morselized (through separate skin or fascial incision) (List separately in addition to code for primary procedure),Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1076026000,THYROIDECTOMY,237,,,60260,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2110374,"Thyroidectomy, removal of all remaining thyroid tissue following previous removal of a portion of thyroid",Procedure,MAPS_TO,,Sharon Nirenberg,1.62731E+12
surgical,1073175000,CERVICAL TRACHEOPLASTY,188,,,31750,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2106643,Tracheoplasty; cervical,Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1074438000,DIAGNOSTIC ILEOSCOPY THROUGH STOMA WITH COLLECTION OF SPECIMEN BY WASHING,338,,,44380,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2109102,"Ileoscopy, through stoma; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1075008000,PERCUTANEOUS PYELOSTOLITHOTOMY WITH STENTING,770,,,50080,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2109557,"Percutaneous nephrostolithotomy or pyelostolithotomy, with or without dilation, endoscopy, lithotripsy, stenting, or basket extraction; up to 2 cm",Procedure,MAPS_TO,,Sharon Nirenberg,1.62731E+12
surgical,1075231800,LITHOLAPAXY OF CALCULUS IN BLADDER AND REMOVAL OF FRAGMENTS,533,,,52318,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2109795,Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; complicated or large (over 2.5 cm),Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1072255100,"ARTHRODESIS BY ANTERIOR INTERBODY TECHNIQUE OF CERVICAL REGION BELOW C2, INCLUDING DISC SPACE PREPARATION, WITH DISCECTOMY, OSTEOPHYTECTOMY AND DECOMPRESSION OF SPINAL CORD AND NERVE ROOT",1255,,,22551,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,40756843,"Arthrodesis, anterior interbody, including disc space preparation, discectomy, osteophytectomy and decompression of spinal cord and/or nerve roots; cervical below C2",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,68,"TOTAL (ANTERIOR AND POSTERIOR),INCLUDING SPHENOIDOTOMY WITH REMOVAL OF TISSUE FROM THE SPHENOID SINUS",481,,,,0.68,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,725034,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior), including sphenoidotomy, with removal of tissue from the sphenoid sinus",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1072987700,SURGICAL ARTHROSCOPY OF KNEE WITH CHONDROPLASTY,216,,,29877,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2106032,"Arthroscopy, knee, surgical; debridement/shaving of articular cartilage (chondroplasty)",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1074627000,SURGICAL TREATMENT OF SUBCUTANEOUS ANAL FISTULA,343,,,46270,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2109252,Surgical treatment of anal fistula (fistulectomy/fistulotomy); subcutaneous,Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1073011700,EXCISION OF INTRANASAL LESION BY INTERNAL APPROACH,326,,,30117,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2106140,"Excision or destruction (eg, laser), intranasal lesion; internal approach",Procedure,MAPS_TO,,Sharon Nirenberg,1.62731E+12
surgical,1073265000,SURGICAL THORACOSCOPY WITH PLEURODESIS,188,,,32650,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2106806,"Thoracoscopy, surgical; with pleurodesis (eg, mechanical or chemical)",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1076463600,DESTRUCTION OF SACRAL PARAVERTEBRAL FACET JOINT NERVE USING NEUROLYTIC AGENT AND USING FLUOROSCOPIC GUIDANCE,319,,,64636,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,42742547,"Destruction by neurolytic agent, paravertebral facet joint nerve(s), with imaging guidance (fluoroscopy or CT); lumbar or sacral, each additional facet joint (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,Sharon Nirenberg,1.62731E+12
surgical,1075040500,"FOLEY Y-PYELOPLASTY, NEPHROSTOMY, AND NEPHROPEXY OF CONGENITALLY ABNORMAL KIDNEY",379,,,50405,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2109605,"Pyeloplasty (Foley Y-pyeloplasty), plastic operation on renal pelvis, with or without plastic operation on ureter, nephropexy, nephrostomy, pyelostomy, or ureteral splinting; complicated (congenital kidney abnormality, secondary pyeloplasty, solitary kidn",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1072529500,TENOLYSIS OF SINGLE FLEXOR TENDON OF WRIST,342,,,25295,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2104161,"Tenolysis, flexor or extensor tendon, forearm and/or wrist, single, each tendon",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1071006100,INCISION AND DRAINAGE OF SUPPURATIVE HIDRADENITIS,216,,,10061,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2101878,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1074265000,DILATION OF SALIVARY DUCT,188,,,42650,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2108788,Dilation salivary duct,Procedure,MAPS_TO,,Sharon Nirenberg,1.62731E+12
surgical,1076232100,"WITH IMAGING GUIDANCE (IE, FLUOROSCOPY OR CT)",325,,,62321,0.54,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,42627978,"Injection(s), of diagnostic or therapeutic substance(s) (eg, anesthetic, antispasmodic, opioid, steroid, other solution), not including neurolytic substances, including needle or catheter placement, interlaminar epidural or subarachnoid, cervical or thora",Procedure,MAPS_TO,,Sharon Nirenberg,1.62731E+12
surgical,1076158000,"CRANIOFACIAL APPROACH TO EXTRADURAL LESION OF ANTERIOR CRANIAL FOSSA, WITH LATERAL RHINOTOMY, ETHMOIDECTOMY, AND SPHENOIDECTOMY",663,,,61580,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2110487,"Craniofacial approach to anterior cranial fossa; extradural, including lateral rhinotomy, ethmoidectomy, sphenoidectomy, without maxillectomy or orbital exenteration",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1072753500,OPEN REDUCTION OF UNICONDYLAR FRACTURE OF PROXIMAL TIBIAL PLATEAU WITH INTERNAL FIXATION,280,,,27535,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2105185,"Open treatment of tibial fracture, proximal (plateau); unicondylar, includes internal fixation, when performed",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1072982400,"ARTHROSCOPY, SHOULDER, SURGICAL; DISTAL CLAVICULECTOMY INCLUDING DISTAL ARTICULAR SURFACE (MUMFORD PROCEDURE)",338,,,29824,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2105957,"Arthroscopy, shoulder, surgical; distal claviculectomy including distal articular surface (Mumford procedure)",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,61,"GASTROINTESTINAL TRACT IMAGING, INTRALUMINAL (EG, CAPSULE ENDOSCOPY), ESOPHAGUS THROUGH ILEUM, WITH INTERPRETATION AND REPORT",423,,,,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2313624,"Gastrointestinal tract imaging, intraluminal (eg, capsule endoscopy), esophagus through ileum, with interpretation and report",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1071104200,"DEBRIDEMENT OF SUBCUTANEOUS TISSUE, INCLUDING EPIDERMIS AND DERMIS, FIRST 20 SQUARE CMS OR LESS",1246,,,11042,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2101925,"Debridement, subcutaneous tissue (includes epidermis and dermis, if performed); first 20 sq cm or less",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1076131200,SUPRATENTORIAL CRANIOTOMY FOR EVACUATION OF SUBDURAL HEMATOMA,314,,,61312,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2110419,"Craniectomy or craniotomy for evacuation of hematoma, supratentorial; extradural or subdural",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1075857300,SURGICAL LAPAROSCOPY WITH COMPLETE HYSTERECTOMY OF UTERUS GREATER THAN 250 G AND REMOVAL OF OVARY AND/OR TUBES,530,,,58573,0.85,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2110232,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1075587500,"TRANSPERINEAL PLACEMENT OF CATHETER INTO PROSTATE FOR APPLICATION OF INTERSTITIAL RADIOELEMENT, WITH CYSTOSCOPY",237,,,55875,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2110047,"Transperineal placement of needles or catheters into prostate for interstitial radioelement application, with or without cystoscopy",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1071912000,"EXCISION OF CYST, FIBROADENOMA, OR OTHER BENIGN OR MALIGNANT TUMOR, ABERRANT BREAST TISSUE, DUCT LESION, NIPPLE OR AREOLAR LESION, OPEN, MALE OR FEMALE, 1 OR MORE LESIONS",766,,,19120,0.86,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2102679,"Excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1072988200,SURGICAL ARTHROSCOPY OF KNEE WITH REPAIR OF MEDIAL MENISCUS,342,,,29882,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2106036,"Arthroscopy, knee, surgical; with meniscus repair (medial OR lateral)",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1071500400,"SURGICAL PREPARATION OR CREATION OF RECIPIENT SITE BY EXCISION OF OPEN WOUNDS, BURN ESCHAR, OR SCAR (INCLUDING SUBCUTANEOUS TISSUES), OR INCISIONAL RELEASE OF SCAR CONTRACTURE, FACE, SCALP, EYELIDS, M",309,,,15004,0.84,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2102273,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or",Procedure,MAPS_TO,,Sharon Nirenberg,1.62731E+12
surgical,1076188500,REPLACEMENT OF CRANIAL NEUROSTIMULATOR PULSE RECEIVER WITH INDUCTIVE COUPLING AND CONNECTION TO SINGLE ELECTRODE ARRAY,479,,,61885,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2110564,"Insertion or replacement of cranial neurostimulator pulse generator or receiver, direct or inductive coupling; with connection to a single electrode array",Procedure,MAPS_TO,,<auto>,1.62731E+12
surgical,1075854200,SURGICAL LAPAROSCOPY WITH SUPRACERVICAL HYSTERECTOMY OF UTERUS UP TO 250 G AND REMOVAL OF OVARY,377,,,58542,1,APPROVED,EQUIVALENT,Sharon Nirenberg,1.62731E+12,2110210,"Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",Procedure,MAPS_TO,,<auto>,1.62731E+12
