"SchemaName","Source","EpicConceptId","EpicConceptCode","EpicConceptName","EpicConceptValue","NumUses"
cdm,Procedures,0,"","","DRUGS OF ABUSE SCREEN, URINE",213540
cdm,Procedures,0,"","","ECHOCARDIOGRAPHY, TRANSTHORACIC, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITHOUT SPECTRAL OR COLOR DOPPLER ECHOCARDIOGRAPHY",102826
cdm,Procedures,0,"","",ED ADMIT TO INPATIENT,121150
cdm,Procedures,0,"","",EGFR TEST CALCULATION,2022079
cdm,Procedures,0,"","","ELECTROCARDIOGRAM, COMPLETE",4136095
cdm,Procedures,0,"","","ELECTROCARDIOGRAM, TRACING",894522
cdm,Procedures,0,"","",FERRITIN,626003
cdm,Procedures,0,"","",FIBRIN DEGRAD-DIMER,304130
cdm,Procedures,0,"","",FIBRINOGEN,333017
cdm,Procedures,0,"","",FOLATE-SERUM,142600
cdm,Procedures,0,"","",FOLEY CATHETER - CONTINUE,294746
cdm,Procedures,0,"","","FREE K+L LT. CHAINS,QUANT-SERUM",101596
cdm,Procedures,0,"","",FRESH FROZEN PLSMA THAWED,141408
cdm,Procedures,0,"","",GAMMA GTP-BLD,861593
cdm,Procedures,0,"","",GLUCOSE (POCT) BY METER,8212576
cdm,Procedures,0,"","",GLUCOSE-BLOOD,120926
cdm,Procedures,0,"","","GLUCOSE-WB, ART",210102
cdm,Procedures,0,"","",HAPTOGLOBIN,100684
cdm,Procedures,0,"","","HCG, SERUM, QUANTITATIVE",326497
cdm,Procedures,0,"","",HEMOGLOBIN A1C,1920075
cdm,Procedures,0,"","",HEMOGLOBIN FRACTIONATION,108013
cdm,Procedures,0,"","","HEMOGLOBIN, ARTERIAL, VIA BLOOD GAS",220330
cdm,Procedures,0,"","",HEPATIC FUNCTION PANEL,1378008
cdm,Procedures,0,"","",HEPATITIS B CORE AB TOTAL,260533
cdm,Procedures,0,"","",HEPATITIS B SURFACE AB QUAL,315135
cdm,Procedures,0,"","",HEPATITIS B SURFACE AG,522416
cdm,Procedures,0,"","",HEPATITIS B SURFACE AG AND AB,120971
cdm,Procedures,0,"","",HEPATITIS C VIRUS ANTIBODY WITH REFLEX TO PCR,694558
cdm,Procedures,0,"","",HEPATITIS C VIRUS RNA QUANT.,153644
cdm,Procedures,0,"","",HIV 1 RNA PCR (VIRAL LOAD),292126
cdm,Procedures,0,"","","HIV 1/2, ROUTINE TEST (ANTIGEN/ANTIBODY WITH REFLEX TO CONFIRMATORY)",505894
cdm,Procedures,0,"","",HIV-1/HIV-2 PANEL,155203
cdm,Procedures,0,"","",ICU VENOUS PANEL,291668
cdm,Procedures,0,"","","IGP, COBASHPV16/18",110902
cdm,Procedures,0,"","",IMMUNOFIX PANEL-SERUM,198359
cdm,Procedures,0,"","",INTERPRETATION,161625
cdm,Procedures,0,"","",IP CONSULT TO NUTRITION,157317
cdm,Procedures,0,"","",IRON + TIBC,503679
cdm,Procedures,0,"","",LACTATE-BLD,184153
cdm,Procedures,0,"","","LACTATE-WB, ART",264340
cdm,Procedures,0,"","",LDH-BLD,1177179
cdm,Procedures,0,"","",LEUKOREDUCED RED CELLS,152203
cdm,Procedures,0,"","",LIPASE,905659
cdm,Procedures,0,"","",LIPID PANEL,2520411
cdm,Procedures,0,"","",LIPID W/DIRECT LDL,117456
cdm,Procedures,0,"","",LIVER TRANSP MONIT,702437
cdm,Procedures,0,"","",MAGNESIUM-BLD,2720332
cdm,Procedures,0,"","",MAGNESIUM-BLOOD,1250387
cdm,Procedures,0,"","",MAMMOGRAPHY DIAGNOSTIC BILATERAL,112312
cdm,Procedures,0,"","",MAMMOGRAPHY SCREENING,306691
cdm,Procedures,0,"","",MAMMOGRAPHY SCREENING BILATERAL WITH TOMO,134224
cdm,Procedures,0,"","",MANUAL DIFFERENTIAL WITH PLATELET ESTIMATE,392395
cdm,Procedures,0,"","",MEASLES (RUBEOLA) IGG,150548
cdm,Procedures,0,"","","MICROALB/CREAT,URINE (RAND)",257778
cdm,Procedures,0,"","",MICROALBUMIN-URINE RANDOM,119661
cdm,Procedures,0,"","",MICROSCOPIC EXAM OF URINE,1114763
cdm,Procedures,0,"","",MR BRAIN W/WO CONTRAST,114632
cdm,Procedures,0,"","",MR BRAIN WO CONTRAST,123265
cdm,Procedures,0,"","","MUMPS AB, IGG",124620
cdm,Procedures,0,"","",PARATHYROID HORMONE INTACT IRMA,180992
cdm,Procedures,0,"","",PARTIAL THROMBOPLASTIN TIME,1271499
cdm,Procedures,0,"","",PAT. MONITORING,118815
cdm,Procedures,0,"","",PHOSPHORUS-BLOOD,3068754
cdm,Procedures,0,"","",POC WHOLE BLD GLU,1552398
cdm,Procedures,0,"","",POTASSIUM-ART,208240
cdm,Procedures,0,"","",POTASSIUM-BLD,104149
cdm,Procedures,0,"","",POTASSIUM-PLASMA,170306
cdm,Procedures,0,"","",PREGNANCY TEST-URINE (POCT),552991
cdm,Procedures,0,"","","PREGNANCY, URINE, QUALITATIVE",112231
cdm,Procedures,0,"","",PROGRAF (FK506) LEVEL,538176
cdm,Procedures,0,"","","PROTEIN EP, SERUM",180944
cdm,Procedures,0,"","","PROTEIN/CREA.RATIO,URINE",149916
cdm,Procedures,0,"","","PROTEIN-TOTAL, BLOOD",272809
cdm,Procedures,0,"","",PROTHROMBIN TIME/INR,2633080
cdm,Procedures,0,"","",PROTHROMBINE TIME/INR (POCT),152984
cdm,Procedures,0,"","",PSA TOTAL,340123
cdm,Procedures,0,"","",PT/INR (POCT),188746
cdm,Procedures,0,"","",PT/INR AND APTT,1840535
cdm,Procedures,0,"","",PT-STAT LAB,325585
cdm,Procedures,0,"","",PTT-STAT LAB,324105
cdm,Procedures,0,"","",QUANTIFERON/TB/ GOLD,113806
cdm,Procedures,0,"","",QUANTIFERON-TB GOLD PLUS,114827
cdm,Procedures,0,"","","RED BLOOD CELLS, LEUKOREDUCED",260360
cdm,Procedures,0,"","",RETICULOCYTE AUTO,233066
cdm,Procedures,0,"","",RHEUMATOID FACTOR,114033
cdm,Procedures,0,"","","RUBELLA AB, IGG",212655
cdm,Procedures,0,"","",RUTTENBERG CBC WITH PLT & DIFF,190941
cdm,Procedures,0,"","","SARS COV 2, PCR",505038
cdm,Procedures,0,"","",SARSCOV2 VAC 30MCG/0.3ML IM,211335
cdm,Procedures,0,"","",SED RATE (ESR),596105
cdm,Procedures,0,"","",SODIUM-BLD,101381
cdm,Procedures,0,"","",SPECIMEN STATUS REPORT,103935
cdm,Procedures,0,"","",SURGICAL PATHOLOGY,1990729
cdm,Procedures,0,"","",SYPHILIS RPR,987601
cdm,Procedures,0,"","",T3-TOTAL,172694
cdm,Procedures,0,"","",T4-FREE THYROXINE,606684
cdm,Procedures,0,"","",T4-LIMITED,242619
cdm,Procedures,0,"","",T4-TOTAL,186565
cdm,Procedures,0,"","",TOTAL AND DIRECT BILIRUBIN,161788
cdm,Procedures,0,"","",TRANSFER PATIENT,284976
cdm,Procedures,0,"","",TRANSFUSE RED BLOOD CELLS,149919
cdm,Procedures,0,"","",TRANSPLANT HISTORICAL RESULT,913723
cdm,Procedures,0,"","",TRANSTHORACIC ECHOCARDIOGRAM (TTE),499648
cdm,Procedures,0,"","",TROPONIN I,1649885
cdm,Procedures,0,"","",TROPONIN-I,110308
cdm,Procedures,0,"","",TSH,2027031
cdm,Procedures,0,"","",TSH W/ FREE T4 REFLEX,253542
cdm,Procedures,0,"","",TYPE AND SCREEN,2624258
cdm,Procedures,0,"","",ULTRASOUND PROCEDURE,462482
cdm,Procedures,0,"","",UREA NITROGEN-BLD,127938
cdm,Procedures,0,"","",URIC ACID-BLD,728460
cdm,Procedures,0,"","",URINALYSIS (POCT),179828
cdm,Procedures,0,"","","URINALYSIS, ROUTINE",2685664
cdm,Procedures,0,"","","URINALYSIS, ROUTINE MICROSCOPIC EXAMINATION",147640
cdm,Procedures,0,"","",URINE-DIPSTICK (POCT),904224
cdm,Procedures,0,"","",US ABDOMEN COMPLETE,131256
cdm,Procedures,0,"","",US ABDOMEN LIMITED,118803
cdm,Procedures,0,"","",US PELVIS TRANSVAGINAL (NON-OBSTETRICAL),164747
cdm,Procedures,0,"","",VANCOMYCIN RANDOM,109284
cdm,Procedures,0,"","",VANCOMYCIN TROUGH-BLD,162503
cdm,Procedures,0,"","","VARICELLA ZOSTER IGG, SERUM",195496
cdm,Procedures,0,"","",VENOUS BLOOD GAS WITH LACTATE (POCT),250939
cdm,Procedures,0,"","",VENOUS PANEL (ER),528680
cdm,Procedures,0,"","",VITAMIN B12 & FOLATE-SERUM,195671
cdm,Procedures,0,"","",VITAMIN B12-SERUM,455774
cdm,Procedures,0,"","",VITAMIN D 25-OH (FOR DEFICIENCY SCREENING),969329
cdm,Procedures,0,"","",X-RAY CHEST 1 VIEW PORTABLE,1626071
cdm,Procedures,0,"","",X-RAY CHEST PA AND LATERAL ONLY,1237733
cdm,Procedures,0,"","",X-RAY CHEST PA OR AP,123221
cdm_std,Procedures,0,No matching concept,No matching concept,"2019 NOVEL CORONAVIRUS (COVID-19), NAA",293584
cdm_std,Procedures,0,*Unspecified,*Unspecified,"2019 NOVEL CORONAVIRUS (COVID-19), NAA",293584
cdm_std,Procedures,0,*Unspecified,*Unspecified,"6-TEST",1802476
cdm_std,Procedures,0,No matching concept,No matching concept,"6-TEST",1802476
cdm_std,Procedures,0,No matching concept,No matching concept,"6-TEST - VEN",152996
cdm_std,Procedures,0,*Unspecified,*Unspecified,"6-TEST - VEN",152996
cdm_std,Procedures,0,*Unspecified,*Unspecified,ABO CONFIRMATORY,294728
cdm_std,Procedures,0,No matching concept,No matching concept,ABO CONFIRMATORY,294728
cdm_std,Procedures,0,No matching concept,No matching concept,ABS NEUTROPHIL COUNT,354048
cdm_std,Procedures,0,*Unspecified,*Unspecified,ABS NEUTROPHIL COUNT,354048
cdm_std,Procedures,0,*Unspecified,*Unspecified,ACETAMINOPHEN,114504
cdm_std,Procedures,0,No matching concept,No matching concept,ACETAMINOPHEN,114504
cdm_std,Procedures,0,No matching concept,No matching concept,ACTH,114824
cdm_std,Procedures,0,*Unspecified,*Unspecified,ACTH,114824
cdm_std,Procedures,0,No matching concept,No matching concept,ADD TO PRIMARY INPATIENT SERVICE TEAM,1915108
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADD TO PRIMARY INPATIENT SERVICE TEAM,1915108
cdm_std,Procedures,0,No matching concept,No matching concept,ADENINE-SALINE RED CELLS,1281016
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADENINE-SALINE RED CELLS,1281016
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER CYANOCOBALAMIN INJ,160404
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER CYANOCOBALAMIN INJ,160404
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER DTAP TOXOIDS PEDS,108112
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER DTAP TOXOIDS PEDS,108112
cdm_std,Procedures,0,No matching concept,No matching concept,"ADMINISTER DTAP/HEPB/IPV VACCINE,IM",153716
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ADMINISTER DTAP/HEPB/IPV VACCINE,IM",153716
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER FLU VACCINE,1170380
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER FLU VACCINE,1170380
cdm_std,Procedures,0,No matching concept,No matching concept,"ADMINISTER FLU VACCINE,QUADRIVALENT 6 MONTHS & OLDER(VACCINE FOR CHILDREN,IM,NO PRESERVATIVE",578992
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ADMINISTER FLU VACCINE,QUADRIVALENT 6 MONTHS & OLDER(VACCINE FOR CHILDREN,IM,NO PRESERVATIVE",578992
cdm_std,Procedures,0,No matching concept,No matching concept,"ADMINISTER HEP A VACC, PED/ADOL, 2 DOSE",233660
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ADMINISTER HEP A VACC, PED/ADOL, 2 DOSE",233660
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER HEPATITIS B VACCINE(ADULT),104880
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER HEPATITIS B VACCINE(ADULT),104880
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER HEPB VACC PED/ADOL 3 DOSE IM,148796
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER HEPB VACC PED/ADOL 3 DOSE IM,148796
cdm_std,Procedures,0,No matching concept,No matching concept,"ADMINISTER HIB VACCINE, PRP-T, IM",171580
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ADMINISTER HIB VACCINE, PRP-T, IM",171580
cdm_std,Procedures,0,No matching concept,No matching concept,"ADMINISTER HIGH DOSE INFLUENZA VIRUS VACCINE, IM",140520
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ADMINISTER HIGH DOSE INFLUENZA VIRUS VACCINE, IM",140520
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER LIDOCAINE INJECTION,101260
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER LIDOCAINE INJECTION,101260
cdm_std,Procedures,0,No matching concept,No matching concept,"ADMINISTER MENINGOCOCCAL VACCINE, IM",141612
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ADMINISTER MENINGOCOCCAL VACCINE, IM",141612
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER MMR VACCINE,156244
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER MMR VACCINE,156244
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER PNEUMOCOCCAL CONJ VACCINE 13 VALENT,568712
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER PNEUMOCOCCAL CONJ VACCINE 13 VALENT,568712
cdm_std,Procedures,0,No matching concept,No matching concept,"ADMINISTER ROTOVIRUS VACCINE, PENTAVAL, 3 DOSE, ORAL",276728
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ADMINISTER ROTOVIRUS VACCINE, PENTAVAL, 3 DOSE, ORAL",276728
cdm_std,Procedures,0,No matching concept,No matching concept,"ADMINISTER TDAP VACCINE >7 YO, IM",438576
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ADMINISTER TDAP VACCINE >7 YO, IM",438576
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER TRIAMCINOLONE INJECTION,139720
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER TRIAMCINOLONE INJECTION,139720
cdm_std,Procedures,0,No matching concept,No matching concept,ADMINISTER VARICELLA VIRUS VACCINE,131568
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMINISTER VARICELLA VIRUS VACCINE,131568
cdm_std,Procedures,0,*Unspecified,*Unspecified,ADMIT TO INPATIENT,668584
cdm_std,Procedures,0,No matching concept,No matching concept,ADMIT TO INPATIENT,668584
cdm_std,Procedures,0,No matching concept,No matching concept,ALBUMIN-BLD,1310060
cdm_std,Procedures,0,*Unspecified,*Unspecified,ALBUMIN-BLD,1310060
cdm_std,Procedures,0,*Unspecified,*Unspecified,ALCOHOL (QUANT) SERUM,339568
cdm_std,Procedures,0,No matching concept,No matching concept,ALCOHOL (QUANT) SERUM,339568
cdm_std,Procedures,0,No matching concept,No matching concept,ALK PHOSPHATASE-BLD,1168604
cdm_std,Procedures,0,*Unspecified,*Unspecified,ALK PHOSPHATASE-BLD,1168604
cdm_std,Procedures,0,*Unspecified,*Unspecified,ALMOND-F20,109164
cdm_std,Procedures,0,No matching concept,No matching concept,ALMOND-F20,109164
cdm_std,Procedures,0,No matching concept,No matching concept,ALPHA FETO PROTEIN,654424
cdm_std,Procedures,0,*Unspecified,*Unspecified,ALPHA FETO PROTEIN,654424
cdm_std,Procedures,0,*Unspecified,*Unspecified,ALT (SGPT),1521060
cdm_std,Procedures,0,No matching concept,No matching concept,ALT (SGPT),1521060
cdm_std,Procedures,0,No matching concept,No matching concept,AMMONIA-BLD,226168
cdm_std,Procedures,0,*Unspecified,*Unspecified,AMMONIA-BLD,226168
cdm_std,Procedures,0,*Unspecified,*Unspecified,AMYLASE-BLD,1661132
cdm_std,Procedures,0,No matching concept,No matching concept,AMYLASE-BLD,1661132
cdm_std,Procedures,0,No matching concept,No matching concept,ANA SCREEN W/TITER,309680
cdm_std,Procedures,0,*Unspecified,*Unspecified,ANA SCREEN W/TITER,309680
cdm_std,Procedures,0,No matching concept,No matching concept,ANESTHESIA INTUBATION,377780
cdm_std,Procedures,0,*Unspecified,*Unspecified,ANESTHESIA INTUBATION,377780
cdm_std,Procedures,0,*Unspecified,*Unspecified,ANTI DNA DS QUANT,143104
cdm_std,Procedures,0,No matching concept,No matching concept,ANTI DNA DS QUANT,143104
cdm_std,Procedures,0,No matching concept,No matching concept,ANTI HEPATITIS B SURFACE AB QUANT,177756
cdm_std,Procedures,0,*Unspecified,*Unspecified,ANTI HEPATITIS B SURFACE AB QUANT,177756
cdm_std,Procedures,0,*Unspecified,*Unspecified,ANTIBODY IDENTIFICATION,132484
cdm_std,Procedures,0,No matching concept,No matching concept,ANTIBODY IDENTIFICATION,132484
cdm_std,Procedures,0,No matching concept,No matching concept,ANTI-CARDIOLIPIN ANTIBODY,143164
cdm_std,Procedures,0,*Unspecified,*Unspecified,ANTI-CARDIOLIPIN ANTIBODY,143164
cdm_std,Procedures,0,*Unspecified,*Unspecified,ANTIMICROBIAL SUSC. ONLY,391024
cdm_std,Procedures,0,No matching concept,No matching concept,ANTIMICROBIAL SUSC. ONLY,391024
cdm_std,Procedures,0,No matching concept,No matching concept,APPENDECTOMY;,285400
cdm_std,Procedures,0,*Unspecified,*Unspecified,APPENDECTOMY;,285400
cdm_std,Procedures,0,*Unspecified,*Unspecified,APTT,3106780
cdm_std,Procedures,0,No matching concept,No matching concept,APTT,3106780
cdm_std,Procedures,0,No matching concept,No matching concept,ARTERIAL BLOOD GAS (POCT),130160
cdm_std,Procedures,0,*Unspecified,*Unspecified,ARTERIAL BLOOD GAS (POCT),130160
cdm_std,Procedures,0,*Unspecified,*Unspecified,ARTERIAL BLOOD GAS WITH LACTATE (POCT),345928
cdm_std,Procedures,0,No matching concept,No matching concept,ARTERIAL BLOOD GAS WITH LACTATE (POCT),345928
cdm_std,Procedures,0,No matching concept,No matching concept,ARTERIAL PANEL (ICU),684812
cdm_std,Procedures,0,*Unspecified,*Unspecified,ARTERIAL PANEL (ICU),684812
cdm_std,Procedures,0,No matching concept,No matching concept,AST (SGOT),1564880
cdm_std,Procedures,0,*Unspecified,*Unspecified,AST (SGOT),1564880
cdm_std,Procedures,0,*Unspecified,*Unspecified,BASIC METABOLIC PANEL,16024424
cdm_std,Procedures,0,No matching concept,No matching concept,BASIC METABOLIC PANEL,16024424
cdm_std,Procedures,0,No matching concept,No matching concept,BETA-2-MICROGLOBULIN,126824
cdm_std,Procedures,0,*Unspecified,*Unspecified,BETA-2-MICROGLOBULIN,126824
cdm_std,Procedures,0,*Unspecified,*Unspecified,BILIRUBIN DIRECT,2027404
cdm_std,Procedures,0,No matching concept,No matching concept,BILIRUBIN DIRECT,2027404
cdm_std,Procedures,0,No matching concept,No matching concept,BILIRUBIN TOTAL,1009704
cdm_std,Procedures,0,*Unspecified,*Unspecified,BILIRUBIN TOTAL,1009704
cdm_std,Procedures,0,*Unspecified,*Unspecified,"BILIRUBIN, TOTAL (+ H INDEX)",336364
cdm_std,Procedures,0,No matching concept,No matching concept,"BILIRUBIN, TOTAL (+ H INDEX)",336364
cdm_std,Procedures,0,No matching concept,No matching concept,BILIRUBIN-BLD DIRECT (+ H INDEX),286648
cdm_std,Procedures,0,*Unspecified,*Unspecified,BILIRUBIN-BLD DIRECT (+ H INDEX),286648
cdm_std,Procedures,0,*Unspecified,*Unspecified,BILIRUBIN-NEONATAL,471380
cdm_std,Procedures,0,No matching concept,No matching concept,BILIRUBIN-NEONATAL,471380
cdm_std,Procedures,0,No matching concept,No matching concept,BIRCH,105952
cdm_std,Procedures,0,*Unspecified,*Unspecified,BIRCH,105952
cdm_std,Procedures,0,*Unspecified,*Unspecified,"BLD SMEAR, MICROSCOPIC",2624804
cdm_std,Procedures,0,No matching concept,No matching concept,"BLD SMEAR, MICROSCOPIC",2624804
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS ELECTROLYTES PROFILE- VENOUS,138424
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS ELECTROLYTES PROFILE- VENOUS,138424
cdm_std,Procedures,0,*Unspecified,*Unspecified,"BLOOD GAS, ART",1577900
cdm_std,Procedures,0,No matching concept,No matching concept,"BLOOD GAS, ART",1577900
cdm_std,Procedures,0,No matching concept,No matching concept,"BLOOD GAS, VEN",923028
cdm_std,Procedures,0,*Unspecified,*Unspecified,"BLOOD GAS, VEN",923028
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS/ELEC PROF-ART (POCT),4326292
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS/ELEC PROF-ART (POCT),4326292
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS/ELEC PROF-CAP,237300
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS/ELEC PROF-CAP,237300
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS/ELEC PROF-VEN,239940
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS/ELEC PROF-VEN,239940
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS/ELEC PROF-VEN (POCT),1486664
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS/ELEC PROF-VEN (POCT),1486664
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS/ELEC/OXIMETRY PROFILE- ARTERIAL,501384
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS/ELEC/OXIMETRY PROFILE- ARTERIAL,501384
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS/ELEC/OXIMETRY PROF-VEN,147644
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS/ELEC/OXIMETRY PROF-VEN,147644
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS/ELECTROLYTE PROFILE- ART,199660
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS/ELECTROLYTE PROFILE- ART,199660
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS-CORD BLOOD ARTERIAL,257204
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS-CORD BLOOD ARTERIAL,257204
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GAS-CORD BLOOD VENOUS,315056
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GAS-CORD BLOOD VENOUS,315056
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD GROUP AND RH,158012
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD GROUP AND RH,158012
cdm_std,Procedures,0,*Unspecified,*Unspecified,BLOOD OCCULT FECES,225648
cdm_std,Procedures,0,No matching concept,No matching concept,BLOOD OCCULT FECES,225648
cdm_std,Procedures,0,No matching concept,No matching concept,BONE AGE STUDY,150124
cdm_std,Procedures,0,*Unspecified,*Unspecified,BONE AGE STUDY,150124
cdm_std,Procedures,0,*Unspecified,*Unspecified,BRAIN NATRIURETIC PEPTIDE,1500128
cdm_std,Procedures,0,No matching concept,No matching concept,BRAIN NATRIURETIC PEPTIDE,1500128
